level_0,0
SMF,"{'EWR': {'FLIGHT_VOLUME': 218.0, 'ARR_DELAY': 3.4357798165137616}, 'IAD': {'FLIGHT_VOLUME': 302.0, 'ARR_DELAY': 1.7417218543046358}, 'BOS': {'FLIGHT_VOLUME': 117.0, 'ARR_DELAY': 8.521367521367521}, 'SFO': {'FLIGHT_VOLUME': 1791.0, 'ARR_DELAY': 13.369625907314349}, 'IAH': {'FLIGHT_VOLUME': 683.0, 'ARR_DELAY': 2.2503660322108345}, 'LAS': {'FLIGHT_VOLUME': 2784.0, 'ARR_DELAY': 1.7442528735632183}, 'PHX': {'FLIGHT_VOLUME': 3596.0, 'ARR_DELAY': 2.9263070077864293}, 'DEN': {'FLIGHT_VOLUME': 3011.0, 'ARR_DELAY': -2.3776154101627367}, 'SAN': {'FLIGHT_VOLUME': 4886.0, 'ARR_DELAY': 0.46827670896438806}, 'MCO': {'FLIGHT_VOLUME': 241.0, 'ARR_DELAY': 0.49377593360995853}, 'SEA': {'FLIGHT_VOLUME': 3888.0, 'ARR_DELAY': 5.617798353909465}, 'ORD': {'FLIGHT_VOLUME': 1009.0, 'ARR_DELAY': 0.1110009910802775}, 'MSY': {'FLIGHT_VOLUME': 81.0, 'ARR_DELAY': -9.925925925925926}, 'DFW': {'FLIGHT_VOLUME': 1644.0, 'ARR_DELAY': 3.6356447688564475}, 'LAX': {'FLIGHT_VOLUME': 4424.0, 'ARR_DELAY': 4.650316455696203}, 'ONT': {'FLIGHT_VOLUME': 2395.0, 'ARR_DELAY': 2.6375782881002086}, 'SNA': {'FLIGHT_VOLUME': 2298.0, 'ARR_DELAY': 0.20539599651871193}, 'PDX': {'FLIGHT_VOLUME': 1901.0, 'ARR_DELAY': -0.48816412414518673}, 'MSP': {'FLIGHT_VOLUME': 625.0, 'ARR_DELAY': -0.3152}, 'AUS': {'FLIGHT_VOLUME': 264.0, 'ARR_DELAY': -6.363636363636363}, 'BWI': {'FLIGHT_VOLUME': 352.0, 'ARR_DELAY': -5.204545454545454}, 'ATL': {'FLIGHT_VOLUME': 983.0, 'ARR_DELAY': -5.728382502543235}, 'KOA': {'FLIGHT_VOLUME': 5.0, 'ARR_DELAY': -9.0}, 'SLC': {'FLIGHT_VOLUME': 1787.0, 'ARR_DELAY': -0.855623950755456}, 'OGG': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -13.676712328767124}, 'HNL': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 4.367123287671233}, 'BUR': {'FLIGHT_VOLUME': 2832.0, 'ARR_DELAY': 3.9495056497175143}, 'STL': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': -5.697761194029851}, 'GEG': {'FLIGHT_VOLUME': 377.0, 'ARR_DELAY': 0.946949602122016}, 'BOI': {'FLIGHT_VOLUME': 392.0, 'ARR_DELAY': 3.1683673469387754}, 'CLT': {'FLIGHT_VOLUME': 368.0, 'ARR_DELAY': -6.173913043478261}, 'MDW': {'FLIGHT_VOLUME': 438.0, 'ARR_DELAY': -5.965753424657534}, 'JFK': {'FLIGHT_VOLUME': 345.0, 'ARR_DELAY': -3.96231884057971}, 'HOU': {'FLIGHT_VOLUME': 6.0, 'ARR_DELAY': -11.5}, 'LGB': {'FLIGHT_VOLUME': 1696.0, 'ARR_DELAY': 4.3290094339622645}, 'DAL': {'FLIGHT_VOLUME': 373.0, 'ARR_DELAY': -2.774798927613941}}"
SMX,"{'LAS': {'FLIGHT_VOLUME': 170.0, 'ARR_DELAY': 12.770588235294118}}"
SNA,"{'EWR': {'FLIGHT_VOLUME': 903.0, 'ARR_DELAY': 2.840531561461794}, 'SAT': {'FLIGHT_VOLUME': 74.0, 'ARR_DELAY': 10.756756756756756}, 'SFO': {'FLIGHT_VOLUME': 3757.0, 'ARR_DELAY': 12.597551237689647}, 'IAH': {'FLIGHT_VOLUME': 1671.0, 'ARR_DELAY': 1.0466786355475763}, 'LAS': {'FLIGHT_VOLUME': 3561.0, 'ARR_DELAY': 4.067958438640831}, 'PHX': {'FLIGHT_VOLUME': 4117.0, 'ARR_DELAY': 3.4282244352683993}, 'DEN': {'FLIGHT_VOLUME': 3593.0, 'ARR_DELAY': 0.7130531589201224}, 'SMF': {'FLIGHT_VOLUME': 2297.0, 'ARR_DELAY': 1.9612538093164997}, 'SEA': {'FLIGHT_VOLUME': 2769.0, 'ARR_DELAY': -2.230408089563019}, 'DTW': {'FLIGHT_VOLUME': 279.0, 'ARR_DELAY': 3.6989247311827955}, 'ORD': {'FLIGHT_VOLUME': 2472.0, 'ARR_DELAY': -0.8454692556634305}, 'DFW': {'FLIGHT_VOLUME': 3027.0, 'ARR_DELAY': 4.286752560290717}, 'SJC': {'FLIGHT_VOLUME': 4328.0, 'ARR_DELAY': -1.0117837338262476}, 'PDX': {'FLIGHT_VOLUME': 1359.0, 'ARR_DELAY': -5.874172185430464}, 'MSP': {'FLIGHT_VOLUME': 972.0, 'ARR_DELAY': -0.2932098765432099}, 'AUS': {'FLIGHT_VOLUME': 68.0, 'ARR_DELAY': 14.102941176470589}, 'ATL': {'FLIGHT_VOLUME': 1154.0, 'ARR_DELAY': 5.1663778162911616}, 'ABQ': {'FLIGHT_VOLUME': 34.0, 'ARR_DELAY': 9.882352941176471}, 'SLC': {'FLIGHT_VOLUME': 1729.0, 'ARR_DELAY': 0.02371312897628687}, 'MDW': {'FLIGHT_VOLUME': 96.0, 'ARR_DELAY': 16.104166666666668}, 'OAK': {'FLIGHT_VOLUME': 2595.0, 'ARR_DELAY': 1.355684007707129}, 'JFK': {'FLIGHT_VOLUME': 65.0, 'ARR_DELAY': 7.8307692307692305}, 'HOU': {'FLIGHT_VOLUME': 433.0, 'ARR_DELAY': 0.9422632794457275}, 'DAL': {'FLIGHT_VOLUME': 286.0, 'ARR_DELAY': 1.8601398601398602}}"
SPI,"{'ORD': {'FLIGHT_VOLUME': 1016.0, 'ARR_DELAY': 14.994094488188976}, 'DFW': {'FLIGHT_VOLUME': 676.0, 'ARR_DELAY': 5.261834319526627}, 'SFB': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': -11.0}, 'PGD': {'FLIGHT_VOLUME': 118.0, 'ARR_DELAY': 14.508474576271187}}"
SPN,"{'GUM': {'FLIGHT_VOLUME': 257.0, 'ARR_DELAY': 3.2023346303501947}}"
SPS,"{'DFW': {'FLIGHT_VOLUME': 1058.0, 'ARR_DELAY': -0.5311909262759924}}"
SRQ,"{'EWR': {'FLIGHT_VOLUME': 477.0, 'ARR_DELAY': 18.19077568134172}, 'BOS': {'FLIGHT_VOLUME': 293.0, 'ARR_DELAY': 19.97952218430034}, 'CLE': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': 5.428571428571429}, 'PIT': {'FLIGHT_VOLUME': 76.0, 'ARR_DELAY': 8.802631578947368}, 'DTW': {'FLIGHT_VOLUME': 32.0, 'ARR_DELAY': -11.53125}, 'ORD': {'FLIGHT_VOLUME': 465.0, 'ARR_DELAY': 4.621505376344086}, 'DFW': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 25.615384615384617}, 'CVG': {'FLIGHT_VOLUME': 79.0, 'ARR_DELAY': 27.620253164556964}, 'LGA': {'FLIGHT_VOLUME': 346.0, 'ARR_DELAY': 23.53179190751445}, 'IND': {'FLIGHT_VOLUME': 66.0, 'ARR_DELAY': 20.681818181818183}, 'DCA': {'FLIGHT_VOLUME': 378.0, 'ARR_DELAY': -2.002645502645503}, 'PHL': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': -7.571428571428571}, 'ATL': {'FLIGHT_VOLUME': 2283.0, 'ARR_DELAY': 0.7349978098992553}, 'CLT': {'FLIGHT_VOLUME': 1429.0, 'ARR_DELAY': 2.562631210636809}, 'JFK': {'FLIGHT_VOLUME': 390.0, 'ARR_DELAY': 4.802564102564102}}"
STC,"{'PGD': {'FLIGHT_VOLUME': 43.0, 'ARR_DELAY': -12.720930232558139}, 'AZA': {'FLIGHT_VOLUME': 102.0, 'ARR_DELAY': 14.735294117647058}}"
STL,"{'EWR': {'FLIGHT_VOLUME': 1828.0, 'ARR_DELAY': 17.270240700218817}, 'RDU': {'FLIGHT_VOLUME': 655.0, 'ARR_DELAY': 6.902290076335878}, 'IAD': {'FLIGHT_VOLUME': 37.0, 'ARR_DELAY': -3.5135135135135136}, 'BOS': {'FLIGHT_VOLUME': 1072.0, 'ARR_DELAY': 6.600746268656716}, 'SAT': {'FLIGHT_VOLUME': 700.0, 'ARR_DELAY': 1.6957142857142857}, 'SFO': {'FLIGHT_VOLUME': 1004.0, 'ARR_DELAY': 9.98804780876494}, 'IAH': {'FLIGHT_VOLUME': 1770.0, 'ARR_DELAY': 5.8107344632768365}, 'LAS': {'FLIGHT_VOLUME': 1670.0, 'ARR_DELAY': 2.6251497005988025}, 'PHX': {'FLIGHT_VOLUME': 1947.0, 'ARR_DELAY': 4.445300462249615}, 'CLE': {'FLIGHT_VOLUME': 685.0, 'ARR_DELAY': 5.0583941605839415}, 'DEN': {'FLIGHT_VOLUME': 2667.0, 'ARR_DELAY': 5.390326209223847}, 'SMF': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': 4.932835820895522}, 'SAN': {'FLIGHT_VOLUME': 1092.0, 'ARR_DELAY': -1.0421245421245422}, 'MCO': {'FLIGHT_VOLUME': 1935.0, 'ARR_DELAY': 6.9074935400516795}, 'FLL': {'FLIGHT_VOLUME': 761.0, 'ARR_DELAY': 4.33377135348226}, 'PIT': {'FLIGHT_VOLUME': 404.0, 'ARR_DELAY': 6.608910891089109}, 'RSW': {'FLIGHT_VOLUME': 665.0, 'ARR_DELAY': 6.063157894736842}, 'SEA': {'FLIGHT_VOLUME': 954.0, 'ARR_DELAY': -0.7987421383647799}, 'DTW': {'FLIGHT_VOLUME': 1141.0, 'ARR_DELAY': 3.5503943908851885}, 'BNA': {'FLIGHT_VOLUME': 964.0, 'ARR_DELAY': 6.049792531120332}, 'MCI': {'FLIGHT_VOLUME': 1299.0, 'ARR_DELAY': 4.99153194765204}, 'ORD': {'FLIGHT_VOLUME': 2602.0, 'ARR_DELAY': 6.510376633358955}, 'MSY': {'FLIGHT_VOLUME': 718.0, 'ARR_DELAY': 5.272980501392758}, 'MSN': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': -2.0}, 'DFW': {'FLIGHT_VOLUME': 2487.0, 'ARR_DELAY': 8.451548049859268}, 'LAX': {'FLIGHT_VOLUME': 1720.0, 'ARR_DELAY': 1.6837209302325582}, 'JAX': {'FLIGHT_VOLUME': 49.0, 'ARR_DELAY': 22.102040816326532}, 'SJC': {'FLIGHT_VOLUME': 268.0, 'ARR_DELAY': 2.6529850746268657}, 'PDX': {'FLIGHT_VOLUME': 435.0, 'ARR_DELAY': -1.3839080459770114}, 'MIA': {'FLIGHT_VOLUME': 1014.0, 'ARR_DELAY': 2.9220907297830374}, 'MSP': {'FLIGHT_VOLUME': 2417.0, 'ARR_DELAY': 2.732726520479934}, 'CVG': {'FLIGHT_VOLUME': 237.0, 'ARR_DELAY': 0.9240506329113924}, 'AUS': {'FLIGHT_VOLUME': 674.0, 'ARR_DELAY': 3.5445103857566767}, 'LGA': {'FLIGHT_VOLUME': 4184.0, 'ARR_DELAY': 7.48565965583174}, 'TPA': {'FLIGHT_VOLUME': 827.0, 'ARR_DELAY': 5.4921402660217655}, 'BWI': {'FLIGHT_VOLUME': 1402.0, 'ARR_DELAY': 6.373038516405136}, 'DCA': {'FLIGHT_VOLUME': 1881.0, 'ARR_DELAY': 7.506113769271664}, 'CHS': {'FLIGHT_VOLUME': 87.0, 'ARR_DELAY': 5.126436781609195}, 'PHL': {'FLIGHT_VOLUME': 2407.0, 'ARR_DELAY': 4.9318653926049025}, 'ATL': {'FLIGHT_VOLUME': 4111.0, 'ARR_DELAY': 2.4463634152274385}, 'PBI': {'FLIGHT_VOLUME': 19.0, 'ARR_DELAY': 36.526315789473685}, 'BDL': {'FLIGHT_VOLUME': 147.0, 'ARR_DELAY': 4.605442176870748}, 'DSM': {'FLIGHT_VOLUME': 679.0, 'ARR_DELAY': 6.793814432989691}, 'SLC': {'FLIGHT_VOLUME': 793.0, 'ARR_DELAY': -0.8940731399747793}, 'CMH': {'FLIGHT_VOLUME': 674.0, 'ARR_DELAY': 9.65727002967359}, 'OKC': {'FLIGHT_VOLUME': 682.0, 'ARR_DELAY': 5.768328445747801}, 'OMA': {'FLIGHT_VOLUME': 964.0, 'ARR_DELAY': 4.680497925311204}, 'ICT': {'FLIGHT_VOLUME': 676.0, 'ARR_DELAY': 8.3698224852071}, 'CLT': {'FLIGHT_VOLUME': 2034.0, 'ARR_DELAY': 5.1415929203539825}, 'MKE': {'FLIGHT_VOLUME': 662.0, 'ARR_DELAY': 2.066465256797583}, 'TUL': {'FLIGHT_VOLUME': 674.0, 'ARR_DELAY': 8.385756676557863}, 'LIT': {'FLIGHT_VOLUME': 676.0, 'ARR_DELAY': 6.544378698224852}, 'PNS': {'FLIGHT_VOLUME': 9.0, 'ARR_DELAY': 16.0}, 'ECP': {'FLIGHT_VOLUME': 174.0, 'ARR_DELAY': 10.53448275862069}, 'MDW': {'FLIGHT_VOLUME': 2502.0, 'ARR_DELAY': 5.604716227018385}, 'OAK': {'FLIGHT_VOLUME': 335.0, 'ARR_DELAY': -3.208955223880597}, 'HOU': {'FLIGHT_VOLUME': 1374.0, 'ARR_DELAY': 2.1368267831149925}, 'DAL': {'FLIGHT_VOLUME': 2084.0, 'ARR_DELAY': 6.737523992322457}}"
STS,"{'SFO': {'FLIGHT_VOLUME': 856.0, 'ARR_DELAY': 9.586448598130842}, 'PHX': {'FLIGHT_VOLUME': 375.0, 'ARR_DELAY': 11.496}, 'SAN': {'FLIGHT_VOLUME': 207.0, 'ARR_DELAY': -17.7487922705314}, 'PDX': {'FLIGHT_VOLUME': 66.0, 'ARR_DELAY': 0.21212121212121213}}"
STT,"{'EWR': {'FLIGHT_VOLUME': 42.0, 'ARR_DELAY': -10.380952380952381}, 'IAD': {'FLIGHT_VOLUME': 105.0, 'ARR_DELAY': -8.304761904761905}, 'IAH': {'FLIGHT_VOLUME': 8.0, 'ARR_DELAY': -8.375}, 'MCO': {'FLIGHT_VOLUME': 23.0, 'ARR_DELAY': 9.826086956521738}, 'FLL': {'FLIGHT_VOLUME': 305.0, 'ARR_DELAY': 5.114754098360656}, 'ORD': {'FLIGHT_VOLUME': 9.0, 'ARR_DELAY': 28.22222222222222}, 'MIA': {'FLIGHT_VOLUME': 730.0, 'ARR_DELAY': 1.9493150684931506}, 'PHL': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': -3.076923076923077}, 'SJU': {'FLIGHT_VOLUME': 684.0, 'ARR_DELAY': 3.8830409356725144}, 'ATL': {'FLIGHT_VOLUME': 390.0, 'ARR_DELAY': -9.074358974358974}, 'CLT': {'FLIGHT_VOLUME': 50.0, 'ARR_DELAY': -0.36}, 'JFK': {'FLIGHT_VOLUME': 174.0, 'ARR_DELAY': -4.32183908045977}}"
STX,"{'MIA': {'FLIGHT_VOLUME': 644.0, 'ARR_DELAY': 0.11024844720496894}, 'SJU': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 5.493150684931507}, 'ATL': {'FLIGHT_VOLUME': 81.0, 'ARR_DELAY': -1.9012345679012346}, 'CLT': {'FLIGHT_VOLUME': 35.0, 'ARR_DELAY': -2.4857142857142858}}"
SUN,"{'SFO': {'FLIGHT_VOLUME': 173.0, 'ARR_DELAY': 30.346820809248555}, 'DEN': {'FLIGHT_VOLUME': 172.0, 'ARR_DELAY': 3.0988372093023258}, 'ORD': {'FLIGHT_VOLUME': 10.0, 'ARR_DELAY': 19.4}, 'LAX': {'FLIGHT_VOLUME': 25.0, 'ARR_DELAY': -2.2}, 'SLC': {'FLIGHT_VOLUME': 894.0, 'ARR_DELAY': 1.994407158836689}}"
SUX,"{'ORD': {'FLIGHT_VOLUME': 798.0, 'ARR_DELAY': 10.192982456140351}, 'DFW': {'FLIGHT_VOLUME': 391.0, 'ARR_DELAY': 13.915601023017903}}"
SWF,"{'MCO': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 22.813698630136987}, 'FLL': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 17.123287671232877}, 'DTW': {'FLIGHT_VOLUME': 677.0, 'ARR_DELAY': 9.443131462333826}, 'PBI': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 141.0}, 'MYR': {'FLIGHT_VOLUME': 63.0, 'ARR_DELAY': 14.777777777777779}, 'SFB': {'FLIGHT_VOLUME': 94.0, 'ARR_DELAY': 43.0531914893617}, 'PIE': {'FLIGHT_VOLUME': 123.0, 'ARR_DELAY': 19.195121951219512}, 'PGD': {'FLIGHT_VOLUME': 103.0, 'ARR_DELAY': 18.58252427184466}}"
SWO,"{'DFW': {'FLIGHT_VOLUME': 797.0, 'ARR_DELAY': -0.4065244667503137}}"
SYR,"{'EWR': {'FLIGHT_VOLUME': 668.0, 'ARR_DELAY': 6.764970059880239}, 'RDU': {'FLIGHT_VOLUME': 41.0, 'ARR_DELAY': -5.0}, 'IAD': {'FLIGHT_VOLUME': 422.0, 'ARR_DELAY': 4.850710900473934}, 'BOS': {'FLIGHT_VOLUME': 582.0, 'ARR_DELAY': 8.36426116838488}, 'DEN': {'FLIGHT_VOLUME': 46.0, 'ARR_DELAY': 35.369565217391305}, 'MCO': {'FLIGHT_VOLUME': 419.0, 'ARR_DELAY': 2.5274463007159906}, 'FLL': {'FLIGHT_VOLUME': 262.0, 'ARR_DELAY': 5.038167938931298}, 'RSW': {'FLIGHT_VOLUME': 20.0, 'ARR_DELAY': -0.85}, 'DTW': {'FLIGHT_VOLUME': 1175.0, 'ARR_DELAY': 0.44170212765957445}, 'BNA': {'FLIGHT_VOLUME': 26.0, 'ARR_DELAY': 5.115384615384615}, 'ORD': {'FLIGHT_VOLUME': 2517.0, 'ARR_DELAY': 8.420738974970202}, 'MSP': {'FLIGHT_VOLUME': 246.0, 'ARR_DELAY': -8.325203252032521}, 'LGA': {'FLIGHT_VOLUME': 1245.0, 'ARR_DELAY': 9.13574297188755}, 'TPA': {'FLIGHT_VOLUME': 21.0, 'ARR_DELAY': 31.571428571428573}, 'DCA': {'FLIGHT_VOLUME': 1177.0, 'ARR_DELAY': 4.573491928632116}, 'PHL': {'FLIGHT_VOLUME': 493.0, 'ARR_DELAY': 1.9533468559837728}, 'ATL': {'FLIGHT_VOLUME': 1027.0, 'ARR_DELAY': 2.6251217137293086}, 'MYR': {'FLIGHT_VOLUME': 46.0, 'ARR_DELAY': 10.847826086956522}, 'CLT': {'FLIGHT_VOLUME': 1269.0, 'ARR_DELAY': -0.7675334909377463}, 'SFB': {'FLIGHT_VOLUME': 75.0, 'ARR_DELAY': 19.12}, 'PIE': {'FLIGHT_VOLUME': 189.0, 'ARR_DELAY': 11.026455026455027}, 'PGD': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': 18.785714285714285}, 'JFK': {'FLIGHT_VOLUME': 1838.0, 'ARR_DELAY': 4.696409140369967}}"
TLH,"{'DFW': {'FLIGHT_VOLUME': 709.0, 'ARR_DELAY': 0.02538787023977433}, 'MIA': {'FLIGHT_VOLUME': 1286.0, 'ARR_DELAY': 0.7698289269051322}, 'DCA': {'FLIGHT_VOLUME': 316.0, 'ARR_DELAY': -5.474683544303797}, 'ATL': {'FLIGHT_VOLUME': 2306.0, 'ARR_DELAY': 5.450563746747615}, 'CLT': {'FLIGHT_VOLUME': 1505.0, 'ARR_DELAY': 7.798671096345515}}"
TOL,"{'ORD': {'FLIGHT_VOLUME': 993.0, 'ARR_DELAY': 4.651560926485398}, 'CLT': {'FLIGHT_VOLUME': 727.0, 'ARR_DELAY': 2.7111416781292985}, 'SFB': {'FLIGHT_VOLUME': 117.0, 'ARR_DELAY': 12.752136752136753}, 'PIE': {'FLIGHT_VOLUME': 118.0, 'ARR_DELAY': 5.076271186440678}, 'PGD': {'FLIGHT_VOLUME': 125.0, 'ARR_DELAY': 7.888}}"
TPA,"{'EWR': {'FLIGHT_VOLUME': 2880.0, 'ARR_DELAY': 18.264583333333334}, 'RDU': {'FLIGHT_VOLUME': 1455.0, 'ARR_DELAY': 9.784192439862544}, 'IAD': {'FLIGHT_VOLUME': 1091.0, 'ARR_DELAY': 3.0476626947754353}, 'BOS': {'FLIGHT_VOLUME': 2491.0, 'ARR_DELAY': 8.784423926134084}, 'SAT': {'FLIGHT_VOLUME': 385.0, 'ARR_DELAY': 6.35064935064935}, 'SFO': {'FLIGHT_VOLUME': 381.0, 'ARR_DELAY': -4.884514435695538}, 'IAH': {'FLIGHT_VOLUME': 2032.0, 'ARR_DELAY': 5.0797244094488185}, 'LAS': {'FLIGHT_VOLUME': 1215.0, 'ARR_DELAY': 4.88724279835391}, 'PHX': {'FLIGHT_VOLUME': 1293.0, 'ARR_DELAY': 4.774168600154679}, 'CLE': {'FLIGHT_VOLUME': 554.0, 'ARR_DELAY': 3.1768953068592056}, 'DEN': {'FLIGHT_VOLUME': 2165.0, 'ARR_DELAY': 3.9907621247113165}, 'SAN': {'FLIGHT_VOLUME': 359.0, 'ARR_DELAY': 2.0807799442896937}, 'MCO': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 0.0}, 'FLL': {'FLIGHT_VOLUME': 2288.0, 'ARR_DELAY': 4.8247377622377625}, 'PIT': {'FLIGHT_VOLUME': 1008.0, 'ARR_DELAY': 3.7896825396825395}, 'SEA': {'FLIGHT_VOLUME': 390.0, 'ARR_DELAY': -0.9974358974358974}, 'DTW': {'FLIGHT_VOLUME': 2212.0, 'ARR_DELAY': -0.4168173598553345}, 'BNA': {'FLIGHT_VOLUME': 1392.0, 'ARR_DELAY': 4.354166666666667}, 'MCI': {'FLIGHT_VOLUME': 519.0, 'ARR_DELAY': 4.28131021194605}, 'ORD': {'FLIGHT_VOLUME': 2835.0, 'ARR_DELAY': 4.118165784832452}, 'MSY': {'FLIGHT_VOLUME': 1497.0, 'ARR_DELAY': 3.798931195724783}, 'DFW': {'FLIGHT_VOLUME': 2568.0, 'ARR_DELAY': 7.320872274143302}, 'LAX': {'FLIGHT_VOLUME': 788.0, 'ARR_DELAY': 1.9644670050761421}, 'GRR': {'FLIGHT_VOLUME': 97.0, 'ARR_DELAY': 10.989690721649485}, 'MIA': {'FLIGHT_VOLUME': 2176.0, 'ARR_DELAY': 7.271599264705882}, 'MSP': {'FLIGHT_VOLUME': 1100.0, 'ARR_DELAY': 1.7236363636363636}, 'CVG': {'FLIGHT_VOLUME': 538.0, 'ARR_DELAY': 2.486988847583643}, 'AUS': {'FLIGHT_VOLUME': 460.0, 'ARR_DELAY': 6.05}, 'LGA': {'FLIGHT_VOLUME': 2093.0, 'ARR_DELAY': 2.73865265169613}, 'IND': {'FLIGHT_VOLUME': 942.0, 'ARR_DELAY': 4.904458598726115}, 'BWI': {'FLIGHT_VOLUME': 2963.0, 'ARR_DELAY': 3.5875801552480593}, 'DCA': {'FLIGHT_VOLUME': 2408.0, 'ARR_DELAY': 7.476744186046512}, 'PHL': {'FLIGHT_VOLUME': 2572.0, 'ARR_DELAY': 11.994167962674961}, 'ROC': {'FLIGHT_VOLUME': 293.0, 'ARR_DELAY': 2.744027303754266}, 'SJU': {'FLIGHT_VOLUME': 1034.0, 'ARR_DELAY': 20.000967117988395}, 'ORF': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 16.0}, 'ATL': {'FLIGHT_VOLUME': 7022.0, 'ARR_DELAY': 4.039732270008544}, 'BDL': {'FLIGHT_VOLUME': 1298.0, 'ARR_DELAY': 9.64406779661017}, 'SLC': {'FLIGHT_VOLUME': 265.0, 'ARR_DELAY': -9.233962264150943}, 'CMH': {'FLIGHT_VOLUME': 963.0, 'ARR_DELAY': 2.7383177570093458}, 'ALB': {'FLIGHT_VOLUME': 392.0, 'ARR_DELAY': 0.12755102040816327}, 'STL': {'FLIGHT_VOLUME': 829.0, 'ARR_DELAY': 4.072376357056695}, 'OMA': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': -0.5}, 'BUF': {'FLIGHT_VOLUME': 738.0, 'ARR_DELAY': 5.821138211382114}, 'AVL': {'FLIGHT_VOLUME': 37.0, 'ARR_DELAY': -3.0}, 'PWM': {'FLIGHT_VOLUME': 20.0, 'ARR_DELAY': -18.15}, 'CLT': {'FLIGHT_VOLUME': 3164.0, 'ARR_DELAY': 3.4690265486725664}, 'COS': {'FLIGHT_VOLUME': 56.0, 'ARR_DELAY': 15.821428571428571}, 'PVD': {'FLIGHT_VOLUME': 740.0, 'ARR_DELAY': 10.337837837837839}, 'TTN': {'FLIGHT_VOLUME': 185.0, 'ARR_DELAY': 38.962162162162166}, 'MEM': {'FLIGHT_VOLUME': 385.0, 'ARR_DELAY': 6.815584415584415}, 'ISP': {'FLIGHT_VOLUME': 710.0, 'ARR_DELAY': 14.836619718309858}, 'MKE': {'FLIGHT_VOLUME': 571.0, 'ARR_DELAY': 10.737302977232925}, 'BHM': {'FLIGHT_VOLUME': 670.0, 'ARR_DELAY': 3.8402985074626868}, 'GSO': {'FLIGHT_VOLUME': 37.0, 'ARR_DELAY': 6.945945945945946}, 'SDF': {'FLIGHT_VOLUME': 407.0, 'ARR_DELAY': 3.2825552825552826}, 'GSP': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': -9.5}, 'CAK': {'FLIGHT_VOLUME': 62.0, 'ARR_DELAY': -0.04838709677419355}, 'MHT': {'FLIGHT_VOLUME': 476.0, 'ARR_DELAY': -0.46008403361344535}, 'SYR': {'FLIGHT_VOLUME': 21.0, 'ARR_DELAY': 15.380952380952381}, 'FNT': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': -9.615384615384615}, 'MDW': {'FLIGHT_VOLUME': 1642.0, 'ARR_DELAY': 5.753958587088916}, 'HPN': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 26.517808219178082}, 'JFK': {'FLIGHT_VOLUME': 2678.0, 'ARR_DELAY': 7.73898431665422}, 'HOU': {'FLIGHT_VOLUME': 1050.0, 'ARR_DELAY': 1.6057142857142856}, 'ACY': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -6.364383561643836}, 'LBE': {'FLIGHT_VOLUME': 62.0, 'ARR_DELAY': -0.24193548387096775}, 'DAL': {'FLIGHT_VOLUME': 787.0, 'ARR_DELAY': 6.991105463786531}}"
TRI,"{'ATL': {'FLIGHT_VOLUME': 2170.0, 'ARR_DELAY': 4.155760368663595}, 'AVL': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 20.0}, 'CLT': {'FLIGHT_VOLUME': 738.0, 'ARR_DELAY': 5.013550135501355}, 'SFB': {'FLIGHT_VOLUME': 126.0, 'ARR_DELAY': 26.753968253968253}, 'PIE': {'FLIGHT_VOLUME': 27.0, 'ARR_DELAY': 13.703703703703704}}"
